,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
209,3.598687934875488,0.3153789260328718,0.07406253814697265,0.013919514772124261,0.001,"(25, 25)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 40}",0.5,0.4999999999999999,0.5,0.5,0.5,0.5,4.968877335291441e-17,47,0.5,0.5,0.5000000000000001,0.5,0.5,0.5,4.965068306494546e-17
210,2.2178706169128417,0.7130991797823911,0.012610054016113282,0.003526305666169959,0.001,"(100, 25, 100)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 2}",0.5,0.4999999999999999,0.5,0.5,0.5,0.5,4.968877335291441e-17,47,0.5,0.5,0.5000000000000001,0.5,0.5,0.5,4.965068306494546e-17
211,2.7211071491241454,0.14046476478946845,0.01164851188659668,0.0022550938716059885,0.001,"(100, 25, 100)",3,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 3}",0.5,0.4999999999999999,0.5,0.5,0.5,0.5,4.968877335291441e-17,47,0.5,0.5,0.5000000000000001,0.5,0.5,0.5,4.965068306494546e-17
212,2.852535057067871,0.3392050790836306,0.014881563186645509,0.0022900532599821285,0.001,"(100, 25, 100)",4,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 4}",0.5,0.4999999999999999,0.5,0.5,0.5,0.5,4.968877335291441e-17,47,0.5,0.5,0.5000000000000001,0.5,0.5,0.5,4.965068306494546e-17
213,2.9527698040008543,0.24300084249401344,0.021223783493041992,0.0159753723731586,0.001,"(100, 25, 100)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 5}",0.5,0.4999999999999999,0.5,0.5,0.5,0.5,4.968877335291441e-17,47,0.5,0.5,0.5000000000000001,0.5,0.5,0.5,4.965068306494546e-17
214,3.24723596572876,0.3075071131274637,0.011670589447021484,0.002687245353903152,0.001,"(100, 25, 100)",6,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 6}",0.5,0.4999999999999999,0.5,0.5,0.5,0.5,4.968877335291441e-17,47,0.5,0.5,0.5000000000000001,0.5,0.5,0.5,4.965068306494546e-17
215,3.5601555347442626,0.4653115707349921,0.023725605010986327,0.02365145925727033,0.001,"(100, 25, 100)",7,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 7}",0.5,0.4999999999999999,0.5,0.5,0.5,0.5,4.968877335291441e-17,47,0.5,0.5,0.5000000000000001,0.5,0.5,0.5,4.965068306494546e-17
216,3.5630843162536623,0.31880929663143714,0.018749475479125977,0.012739473993823771,0.001,"(100, 25, 100)",8,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 8}",0.5,0.4999999999999999,0.5,0.5,0.5,0.5,4.968877335291441e-17,47,0.5,0.5,0.5000000000000001,0.5,0.5,0.5,4.965068306494546e-17
217,3.5909163475036623,0.45734898010057756,0.011792469024658202,0.002964813283156777,0.001,"(100, 25, 100)",9,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 9}",0.5,0.4999999999999999,0.5,0.5,0.5,0.5,4.968877335291441e-17,47,0.5,0.5,0.5000000000000001,0.5,0.5,0.5,4.965068306494546e-17
218,3.9680481910705567,0.5241938337561034,0.009322357177734376,0.001891293752378969,0.001,"(100, 25, 100)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 10}",0.5,0.4999999999999999,0.5,0.5,0.5,0.5,4.968877335291441e-17,47,0.5,0.5,0.5000000000000001,0.5,0.5,0.5,4.965068306494546e-17
